Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
425, fortunately staff shop really friendly helpful customer service team couldn t give worse review paid extra £ take contract told  d back th december ring told meant th january  s now th feb  m still waiting one call centre staff refunded £ now wait £ refunded still sign refund anywhere one calls said  ll speak manager hold minutes asked speak manager guy phone said  s speaking whilst hold  s joke call centre  m sure really friendly helpful  m yet come across ones ,0,3,0,1,2,1,0,4,4,4,4.1,Positive,06-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
426, shockingly bad customer service surprised see far gone downhill well congratulations mobile companies uk o formally incompetent threw sim card right discuss issue top years o customer ready offer zero help resolve issue first time calling o years wow wowname agent spoke suraj chat ref number ,2,4,1,1,0,2,2,1,3,3,2.65,Positive,05-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
427, o years tugo switched st dec phone longer works live area signal lake district specifically bought samsung s o app o offered replace handset refubed one withdrew offer cancel contract returned handset paid installments towards compensation emma wrzos complaints insisted qutoing terms conditions including guarantee service still pay keep paying contract dispute fact holiday several weeks took months complete still pay reply instantly wait week replies expense awful customer service loyalty customers depsite newtork years now cancelled handsets business account also hope result wanted o vodafone now happy carried complaint ofcom visits different stores countless calls onine chats official complaint past months total waste time ,3,8,2,1,4,2,1,9,7,9,-1.65,Negative,05-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
428, took insurance policy along contract phone cut long story short dropped damaged phone phoned make insurance claim took details put hold phone mins stage hung phone phoned back thing nearly mins hung guarantee ringing purchase phone different story strongly recommend o deffently renewing phone contract ,0,1,0,0,0,0,0,3,0,3,1.35,Positive,05-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
429, biggest pile wan kers going ,0,0,0,1,0,1,0,0,1,0,0,Neutral,02-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
430, visited first time young voices great experience describe rip kicked end fire escapes allowed access arena toilets good enough going ,0,3,0,1,2,0,2,1,0,2,0.65,Positive,01-Feb-18,Thursday,Feb-18,,,,,,,,,,,,,,,,,,,
431, yrs pay n go turned sim times month keep ringing talk foregners dont clue turn bk staff like british tight company look called valued customers star high ,0,3,0,0,2,0,0,2,0,3,1.4,Positive,31-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
432, many hours wasted write whole story detail feel need share thinking o incompetent unreasonable unhelpful time wasting awful don t ,3,2,3,2,1,3,0,2,4,2,-4.25,Negative,31-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
433, harassed dead relative months now threatening letters even apologising times saying happened received week ghouls ,1,0,1,1,0,0,0,1,1,1,-2.4,Negative,31-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
434, call today someone obviously trying sell don t normally answer call decided carry call see offer contract partners name asked partners name contract owner replied yes getting detail hadn t upgraded told partner used upgrade phone losing old onethe bloke changed tone asked lied contract owner told hadn t confirmed partner infact contract owner said   know calls recorded confirming contract owner  tone man made feel like  d committed serious fraud unprofessional ,2,1,0,0,0,1,0,4,3,5,1,Positive,31-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
435, worst mobile provider daughter nothing problems phone keeping making excuses eventually said send away fixed take working days couldn t guarantee give ph made complaint told wouldn t uphold avoid ,1,1,0,1,1,0,0,2,2,3,-0.55,Negative,29-Jan-18,Monday,Jan-18,,,,,,,,,,,,,,,,,,,
436, bunch thieves o almost years never issues recently company bought spanish telefonica charging texts messages even though monthly contract unlimited text messages never checked bills recently god knows long going much money taken unfairly never make call indoors internet terrible charging almost pence every text containing emoji smiley face pence texts short sentences without attachment emojis now cancel contract moved asda pay go paying £ month instead £ extras amazing service never dreamed o ,2,4,1,2,3,2,1,3,2,5,-2,Negative,28-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
437, poor service got charged £ receive text dvla tax reminder customer support helpful saying spend £ text stop rude help given stay way network cost ,0,1,0,0,1,1,0,1,1,2,-0.4,Negative,26-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
438, fforestfach swansea bought tech iphone cases november phone case clip keep shut broke took £ case back told nothing tech makers basically ignored emails trading standards swansea council now involved due breaking consumer rights act staff shop rude know alls sadly know nothing refresher course good customer service knowledge consumer rights act never buy single thing bunch crooks take money stick two fingers things go wrong ,1,3,0,2,2,3,2,3,4,5,-2.85,Negative,25-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
439, o years ever one issue needed change dd dates pay date changed took three months sorted however absolutely fine never overcharged anything like always encountered friendly staff ,0,2,0,1,2,0,0,2,0,2,1.4,Positive,25-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
440, horrible service live germany wait three weeks dsl installed day appointment stay home work give proper time range morning afternoon technician came rang door without waiting even one minute went away without entering installing anything even looked window went away later called service waiting lot time answer told contact way send back today now take new appointment wait another week meantime pay additional euros temporary internet service cancel contract soon possible never use company francesca ,1,3,1,1,1,1,0,1,3,3,0.35,Positive,25-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
441, partner convinced years partner took another contract gave moved another address noticed service good always cutting delayed messages coming etc etc wrote formal complaint tried resolve told potentially issue area etc etc bottom line contracts £ £ month paying unable use service properly year left contract goodwill gesture let us go wasting money month service really use ,3,3,2,2,2,4,2,3,6,4,2.05,Positive,25-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
442, o star existing even deserve liars robbers cheats even touch blackmail thrown kid pits hell mobile company ,3,3,1,2,1,1,0,2,2,2,-1.7,Negative,24-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
443, always o service happened rating customer service rating signal loyalty misssold new month sim contract back october told o open discount transferred applied two months later noticed called find happening lady said contract already offered discount open discount code apply complained given info lady said change contract months said put note calendar call never got call called time logged formal complaint o told called back complaints team within days three weeks later call ironic thing cold call o trying sell new contract call regarding complaint since logged complaint resolver still nothing o disgrace ,3,1,1,2,0,2,0,2,4,2,-2.7,Negative,24-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
444, years contracts approx £ month due upgrade son starting run data every month visited o shop ashington northumberland intention give iphone s son increase data allowance iphone se got unlimited calls texts phone sim larger data allowance mainly used voice calls texts smaller data package pay monthly specific question asked allowance start immediately assured away went quite happilythree days later got text saying son gone inclusive minutes owed £ previous allowance minutes month never gone reason done told allowance uppedphoned customer services three occasions next week told pay pro rata percentage old contract th monthnone explained shop afternoon took terms convinced neglected tell order make sale finish daytop bottom took new phone sons new sim back within days attitude staff totally opposite customer services charges cancelled said already agreed move ee reply returned items got receipts prove pay bill matter principle lowell solicitors obtained cc judgement costs waste time energy engaging moorcroft debt collectors chased £ months cost phone returned cooling period till receipt stating nothing pay quite happy o previous years left reasonable time children o accounts now none also tell story every opportunity way £ pay hurt much believe word tell without confirming first ,2,7,3,1,3,4,1,10,7,15,4.85,Positive,24-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
445, worst company iv ever deal canceled contract decided still charge number years ended costing £ o said contract cancelled plain lie done phone confirmed store o willing give around half good gesture absolute garbage basically saying done wrong willing pay rightfully mine back never use scammers avoid cost people ,1,4,2,1,3,1,2,4,4,6,-0.6,Negative,24-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
446, joined o appalling cust service via online chat social media topped £ understanding entitled free phone phone stock online chat adviser wanted contact using chargeable number ,0,0,1,2,0,1,0,2,2,4,1.85,Positive,22-Jan-18,Monday,Jan-18,,,,,,,,,,,,,,,,,,,
447, horrible people put wrong payg tarrif mismanagement lost track £ top calls texts cost times correct rate belatedly realised credit going fast contacted took ages admit problem hour said fix parting message summerise o stolen credit due mismanagement account intention compansating either lost credit time right roger   pmim really sorry rogernayan   pmwell imagine words speak o others hope management change soon know thay take notice review hope prospective customers might warned waht load sharks ,3,6,1,4,1,3,2,6,8,4,-2.85,Negative,21-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
448, spoke moyra also manager called kim phone bill like customer service agents absolutely useless payed bill last year via telephone seem set direct debits day ask called pay bill customer service agent took payment correctly pay resulted paying wrong account told option claim payment back bank fraud o refused take responsibility resulted bank account closed months later o credit account money cut every day non payment day still problems contacted let know settle account customer service agent put without phone now since service back till pay £ phoned exact figure bill sent said nearly £ five minute call correct amount turned minute lecture moyra kim telling responsible actually giving figure started angry wanted correct amount pay avoiding question resulted final excuse answer question time shouting customer service winde point lose temper threaten disconnect call impolite ,5,4,3,3,2,3,2,6,12,8,-4.25,Negative,21-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
449, rated o years wait change network ,0,2,0,1,0,0,0,0,1,0,0,Neutral,20-Jan-18,Saturday,Jan-18,,,,,,,,,,,,,,,,,,,
450, surprise came onto trust pilot write review awful experience received o low behold looks like person evidenced shocking service story got phone contract daughter sept broke phone within month typical rather buy new phone outright decided take another contract luckily another phone provider accept run o account pay monthly contract ended ok november for reason o claim cancelled dd stopped collecting notice perhaps fault check every entry bank daily basis anyway today got really nasty letter dated stating line disconnected need ring debt management immediately letter seriously rude threatened debt collection agencies court proceedings etc like good boy rang straight away instructed asking numerous security questions understandable asked knew nothing situation lady phone ok explained tried contact asked contacting phone number oh say phone broken got text tried email said asked email address using wrong taken typed system made mistake lady said sorry informed known corrected saying incorrect email addresses bounceback linked valid email address common practice companies monitor bouncebacks find alternative ways contact customers lady said oh wanting o life stage asked lady much take contract atfter tapping calculator said £ decided pay informed lady lady said take payment put debt payments make payment ok ish situation fell worse customer service ever experiencedfive minuted later lady said hello hello replied help asks huff said wanted pay contract ok said lady first need run security questions ask go rigmarole now help repeated informed wanted pay contract result threatening letter poor service receivedlady explained letter automatic yes sure said automatic somebody written said series templates yes sure say somebody written templates seemed annoy maybe thought computer wrote letter without human intervention whatsoeveranyway says please pay contract like service attitude o said informed lady said reply came back well wrong got little agitated rude stage informed lady debit card poised waiting pay offered number interrupted lady mumbling something lady something lady taken paymenti started repeat number interrupted time mumbled automatic letter omg please let o life said told really rude annoyed yes extremely frustrated yes rude resent accused o call handlers cope annoyed customers want blame clients bad dayi said want company life forever please make payment please please pleasehurrah said yes adds debt credit rating ask paid tried contact jesus start explain interrupted told really rude want pay informed lady call rate service received trust pilot lady cut still pay o life need dothe total time phone call minutes never achieved wanted instead got passed pillar post listen o staff blame fact debited accountso o going happen cancel contract listen call recorded training purposes legally offered pay offer refused therefore owe nothing pay nothing know legal rights look offer acceptance law manuals confirm overdue amount adverse effect credit score credit reference agenciesyou act instructed contact revised email address provided lady earlier todayfailure follow instructions result referral offcom cost considerably result worse outcome oac bill to readers trust pilot entryplease stay away company awful rating reason seriously poor service threaten blame staff poor service ,16,16,9,13,5,19,4,17,33,22,-10,Negative,20-Jan-18,Saturday,Jan-18,,,,,,,,,,,,,,,,,,,
451, absolutely shocking o service o considerable time many phones monthly contract one o contracts expired went store month contract due end gave notice intention cancel due date subsequently informed o store phone contract ended changed o monthly contract tesco pay go new number received disgusting letter o demanding € old contract expired threatened blocking phone fees rental fees reconnection credit reference agenciesdebt collection agencies court proceedings unpaid bill o number longer gets even worse o said phoned texted responded responded messages sent number longer absolutely unbelievable people working o indeed anybody even job licking stamps way o treat loyal customers deserve needless say ditching o soon possible ,5,7,2,5,3,4,2,5,8,10,-4.1,Negative,19-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
452, like o customer encounter problem able help immediately cases contract pay go service great services ,0,2,0,1,1,1,0,1,2,3,-0.1,Negative,19-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
453, disgusting treatment received hands company last days surprised see poor rating customers customer years necessity speak week wanted upgrade say complete fiasco total indifference uk staff rudeness despite fact mistakes problems end decent service treated dignity south african call centre despite nearly calls passed pillar post lied constantly given misinformation still without new phone apparently one able rectify system errors uk call centre actually care beyond disgusted company lack customer care recommend anyone currently waiting promise manager south africa praise office staff polite helpful despite fact forward receiving new phone ,3,2,2,3,4,3,2,9,6,12,0.6,Positive,18-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
454, worst decision made moving vodafone great service better o pits o wait contract extremely poor network coverage central london barely gets g even worse travel abroad data speed always g even want pay available rather poor service provider ,0,3,0,1,1,1,0,1,2,1,8.33E-17,Positive,17-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
455, years ago o provided good local customer servicenow security systems seem working correctly compounded speech recognition security customer service unable solve simple issues provision discuss problems senior management evident company heading plughole ,0,1,0,0,1,1,1,3,1,6,2.75,Positive,17-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
456, absolute rubbish two years ago found receive texts o tried resolve several times wasn t urgent now want change details upgrade nearly three hours online last night come end find still need text message guru service appeared resolve tried something today still texts go online guru explain problem first thing says   ll send verification text  another hour wasted hadn t clue got great deal upgrade now lose moving new provider seven years thanks o ,2,3,3,4,2,2,3,5,5,6,1.25,Positive,16-Jan-18,Tuesday,Jan-18,,,,,,,,,,,,,,,,,,,
457, tried click collect twice emails confirmation anything stay silent weeks refund moneywent store supposed collect item stock order still let collect avoid absolutely terrible ,1,1,1,2,0,1,0,1,2,1,-0.45,Negative,15-Jan-18,Monday,Jan-18,,,,,,,,,,,,,,,,,,,
458, probably worst customer service company experienced care avoid solving problems may ,0,0,0,1,0,0,0,1,1,2,0.9,Positive,15-Jan-18,Monday,Jan-18,,,,,,,,,,,,,,,,,,,
459, uawaste time signaluaalways problem signalua poor datauaavoid costs bought credit said bill cheaper time never cheaperalways first bill £now £ extra £ dataone day£fufuuafufuua last bill £ vat £ waf wait finish creditnever ,0,2,0,1,0,1,0,1,2,2,-0.7,Negative,14-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
460, company worst customer service level ever encountered complaint careful companyread complaint sent themdear legal teamcomplaints department experienced horrible service level company enough evidence proceed legal action holiday meantime like raise formal complaint following issues day one customer unable receive phone calls networks teams tried resolve thus far unsuccessful spoken numerous managers agents collective service level general behavior phone beyond criticism worlds away professionalism regret decision join network turns cause much trouble life issue still solved although waiting almost months solution asked email address amended spoke manager done disgrace service want contacted senior manager want promise attitude change addition suing let public know disgraceful service horror agent hanged speaking  m advising hereby issue resolved treat breach contract end  re unable supply full service sincerely ,7,5,5,4,3,7,2,7,13,15,-2.15,Negative,14-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
461, terrible customer care allowed someone ringing private number pretending phone stolen without asking number calling got cut done nothing help trace thing ripped years take complaint seriously end asked pac code left pay recording call find bet abusive found touch company bargepole ,4,1,1,1,2,1,0,2,4,3,-2,Negative,14-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
462, moved business phones vodafone o many years guessing changed ways customer service appalling competitive wouldn t surprised brand disappeared soon ,0,0,1,1,0,0,1,0,1,1,-0.85,Negative,14-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
463, great customer service never problem across several devices years much better ee vodafone  ve past ,0,0,0,1,0,1,0,0,1,1,0.55,Positive,14-Jan-18,Sunday,Jan-18,,,,,,,,,,,,,,,,,,,
464, made complaint one customer service reps unprofessional incompetent responses referred complaint back rep deal complaint leaving contract ,2,1,0,0,1,1,1,1,2,2,-2.25,Negative,12-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
465, ordered new monthly contract phone upgrade last week delivered monday sign delivery store told error click collect redo calling called customer services advised best thing cancel click collect walk store pick phone stock deal signed paid lie actually cancelled contract looked idiot store call back go whole contact actually even processed full refund already paid even though cancelled contact refund takes days pay another new sign fee joke told able pick phone tomorrow store via click collect now today yet problem delivery now ready collection sold many lies feel trust company anymore leave o good ,2,7,2,1,3,5,3,5,8,9,-0.75,Negative,12-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
466, ever repeats problem reviews trust pilot people issues company ones shout loudest great bad people believe lack signal fault checked networks provides coverage area ,2,0,1,2,0,3,1,2,4,1,-1.75,Negative,12-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
467, phone o hour verify customer service complete shambles recieved letter company stating account suspended unless payment made within days debt collector call upon calling informed actually never account previous owners debt something response  t pass security questions obviously  re account holders nothing leaves option either paying previous owners bill facing debt collectors possible ccj company fault absolutely fuming taking ,1,1,0,0,0,2,0,1,5,2,-2.2,Negative,12-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
468, poor customer service tried several times resolve issue charged service access raised complaint receive email back say cant help action taken wary company ,1,0,0,1,0,0,0,0,1,2,-1.2,Negative,11-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
469, online chat o absolutely useless none advisers pay attention query information providing company spent thousands various mobiledata lines number companies least educated always working o years wasting time money advise opening business accounts ee instead portal straight forward team well versed products provide dedicated landline business users issue resolved quickly ,1,4,1,2,3,1,1,7,3,10,5.65,Positive,11-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
470, avoid costs wife years seeing much better deals rang o ask anything help us lady phone rude told thank go elsewhere scoffed contract breakage fee stubborn person said fine paid breakage fee spot debit card left o month later o took £ bank account prior warning got phone manager apologetic friendly admitted done error reason o refund us advised contact bank direct debit guarantee claim back way easy process hour spent phone messing final nail coffin came today almost month later sat mortgage broker getting questioned far arrears o got straight phone o agreed fault manager spoke credited account now want leg work removing negative false information credit file last months received single letter email phonecall alleged debt now hindered us getting accepeted interest rate expecting contacting ofcom pursuing small claims court terrible customer service happy take money accounts years screw leavetake advise steer well clear ,4,6,1,6,3,6,1,12,12,15,3.7,Positive,11-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
471, waste time signal got bills even cancelling customer service zeroooo ,0,1,1,0,0,0,0,0,1,1,-1.55,Negative,11-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
472, litany poor service never ever improve decided check detail o bills cover phones contract disappointed see still old tricks mms charged p time shock numbers charged pmin pmin plus network access charge thought like p none prices given contract note sent buried small print somewhere complained cancelled addition incorrectly added contract new sim almost double agreed price sales person soon found corrected wasted time calling found accident also charged data usage £day notify advance waived goodwill gesture also stopped one redeeming outstanding feature tu go app great asia made phone uk wifi intensely annoying slow customer phone system still making hard speak correct person seems still race bottom o terms delivery service ,4,6,2,4,4,4,3,5,9,10,-0.45,Negative,09-Jan-18,Tuesday,Jan-18,,,,,,,,,,,,,,,,,,,
473, honest write day absolute mess o many useless ,1,0,2,1,1,1,0,1,2,2,-1,Negative,08-Jan-18,Monday,Jan-18,,,,,,,,,,,,,,,,,,,
474, o delivery work ordered item online website site generates order number case msxx ukmail o delivery choice generate consignment number case xxx ukmail send text datetime delivery th jan date time arrives ofcourse delivery ukmail contacted via website email sent ofcourse reply forthcoming o live chat contacted told ukmail put note website driver accident way verifying whether told true assume hope driver ok delivery reattempted following day hjan least someone contact thjan delivery ukmail sent another email ofcourse reply o recontacted time tell note driver accident item showing depot chase delivery now try rescheduled also imply driver attempted delivery hreres problem ukmail o actually hour looped cctv surveillance front house view whole days activity put video youtube show delivery attempted b note put door stating attempt think large faceless companies accept trying take customers idiots anyway rant hope ukmail o read hope follow evidence email contacts live chat transcripts video front house daybuyer beware ,0,5,0,5,1,3,2,2,5,5,0.9,Positive,06-Jan-18,Saturday,Jan-18,,,,,,,,,,,,,,,,,,,
475, bought phone o line first day purchase realised made bad mistake cancelled day trying return phone months everyone tells different tale take shop say send bag return send one dreadful company even opened package money back ,3,2,2,2,1,3,1,1,3,2,-2.2,Negative,06-Jan-18,Saturday,Jan-18,,,,,,,,,,,,,,,,,,,
476, well o rate network services forever bombard calls don t accept happy package already soon buy new phone pester calls texts enough please start listening customers o ,1,4,0,1,1,0,0,3,2,2,3.6,Positive,05-Jan-18,Friday,Jan-18,,,,,,,,,,,,,,,,,,,
477, o uk cheating stealing misleadingshame trustpilot allow zero star rating well o uk worst company ever cheating stealing customers misleading support nightmare never ever thought go worse talktalk guess try o soooo customer oriented adverts pretty talk say customer oriented real life try discover anti customer oriented mislead manipulate stealcharged text messages clearly within allowance way bellow allowance fact arguing customer text message fact regular text message history clearly shows regular text message text within uk uk o mobile uk o mobile nothing else o seems pretty desperate tries cheat steal customer like ,5,4,3,6,2,3,1,5,10,5,-3.45,Negative,04-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
478, disgusted customer service help explain times different people unacceptable ,0,0,0,0,0,1,0,1,1,2,-1.5,Negative,04-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
479, bought big bundle minutes unable use call companies  service numbers  hell traveller need make calls disappointed ,2,1,2,1,0,3,0,1,4,1,-2.05,Negative,04-Jan-18,Thursday,Jan-18,,,,,,,,,,,,,,,,,,,
480, dreadful service customer ten years last months told various different things contradict one another phone don t currently use job atm since lost mine xmas expect £ plus charges paid asap even told account hold got phone back dropping o soon ,2,2,1,1,0,2,1,3,3,4,-1.6,Negative,03-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
481, whole family o ever since anyone phone disgusted mother treated soon contracts moving elsewhere bad experiences years tops mum rarely uses phone monthly bill £ month bill £ somehow don t know went monthly minutes never happens charged callsfirstly informed ran minutes mum wouldn t know check da hell calls expensive o o sneaky way conning people like mother accidentally went minutes didn t notice take ridiculous amount money calls o o mum spent long time phone yesterday eventually said half bill point said bill £ mum said  ll paying £ led believe paying little know tax etc told bill one month always £ going £ people keep eye con always unlimited never know poor mum rarely uses phone treated like disgusting  ll moving company asap ,5,5,4,4,2,4,2,4,9,4,-4.65,Negative,03-Jan-18,Wednesday,Jan-18,,,,,,,,,,,,,,,,,,,
482, terrible company non stop problems purchased new oneplus t went wrong replaced oneplus fine went wrong giffgaff mobile refuse help phone phone sent away times keep telling nothing wrong even though camera battery screen vibrator motor gps faults loan phone phone months still fixed mine day utterly disgustededit months finally got new phone received brand new oneplus t cheque arriving soon cover costs ,2,2,2,1,1,1,1,3,4,2,-2,Negative,01-Jan-18,Monday,Jan-18,,,,,,,,,,,,,,,,,,,
483, company years really liked recently got offered deal much much better o asked match wasted hours life first throwing deals left right centre getting worse worse later making near impossible leave people talking said different things one kept contradicting kicking fuss got someone higher sorted cancellation ,3,1,1,1,1,4,2,1,5,1,-0.4,Negative,01-Jan-18,Monday,Jan-18,,,,,,,,,,,,,,,,,,,
484, o don t seem know loyal customer offering  discounted price  x £ month £ front gb contract compared vodafone £ upfront cost gb told customer services didn t even offer better deal try stay told much leave o terrible service rip prices bad contracts avoid like plague ,2,1,3,5,2,4,3,4,5,5,-0.6,Negative,31-Dec-17,Sunday,Dec-17,,,,,,,,,,,,,,,,,,,
485, worst mobile network operator took £ refresh payments denied paid months accepted paid threatened cut daughters phones  non payment  phone calls endless hours spent trying tell truth now left o never return ,1,3,0,1,1,2,0,3,5,2,0.25,Positive,31-Dec-17,Sunday,Dec-17,,,,,,,,,,,,,,,,,,,
486, tried order smartphone o website times every time payment card end deleted tried preorder store encountered problem problemeasier buy amazon ebay guess ,0,2,0,1,0,1,1,0,2,1,-0.85,Negative,30-Dec-17,Saturday,Dec-17,,,,,,,,,,,,,,,,,,,
487, appalling service go elsewhere looking new providerlost phone phoned put bar phone advised travel mile round trip nearest store take id new sim use old phone travelled miles never asked id instead wanted password spelt wrong locked system cribbs causeway bristol store guy said nothing pass word locked spelt wrong made attempt try resolve error clearly interested making sales travelled back home annoyed long term customer o expected new sim issue pretty standard never use stuff help phoned customer service said contact store advise complaint going offered £ sorry told go back store issue sim card card another miles however now found phone phoned o hours sim unblocked told different people phone take hours come back still service hrs later made endless phone calls call centre staff interested stats day rather sorted customer problems pay wages come bar phone straight away way round uummm now paying contract service o actually broken terms pf contract phoning tomorrow asking terminations keep postedstay away o dont care ,3,8,2,3,5,4,1,9,7,11,1.55,Positive,30-Dec-17,Saturday,Dec-17,,,,,,,,,,,,,,,,,,,
488, bought samsung s april broke within week phone survive ft fall paid £ fix bought case dropped pile carpet bed shattered lcd screen inside now show display sent o fixed warranty returned letter saying senior technician find problem fixed locally £ point pay £ month phone use now position waiting years contract run switch another provider support letter came back phone alternative options next want full refund phone fixed o helpful way afford buy contract £ come money definitely hate give o satisfaction ripping yet another unhappy customer ,3,3,2,4,3,7,1,6,7,8,0.35,Positive,29-Dec-17,Friday,Dec-17,,,,,,,,,,,,,,,,,,,
489, three times today customer services cold called telephone time told interested never asked call totally happy current provider giffgaff uses network despite saying one else call three times holding breath next time £ fee call answer ,1,3,1,0,1,1,0,1,2,3,0.15,Positive,29-Dec-17,Friday,Dec-17,,,,,,,,,,,,,,,,,,,
490, different mobile sims vectone mobile ported numbers weeks ago one three mobile o faced problem sims porting took place make calls receive calls text o sim make phone calls never got chance speak called guru customer service agent made sim switch fix problem promised call back never got weeks service restored complained unlike three customer service number free charge o gave phone credit three mobile sim made one phone call free three mobile customer service agent apologised inconvenience put technical department agent technical department apologised explained situation days later full service restored difference three othree mobile gave update via text message even fixed issue within days agent called back make sure everything running well offered free phone credit expect offer credit cost anything call happy serviceo mobile bothered wait finish credit move number three mobile ,0,5,0,1,1,1,2,6,3,8,2.05,Positive,29-Dec-17,Friday,Dec-17,,,,,,,,,,,,,,,,,,,
491, manchester arndale store service utterly awful many bodies little work staff bothered attitude majority staff looking phones online service excellent omar helpful managed find us good deal ,1,3,1,1,5,1,2,5,1,6,1.6,Positive,28-Dec-17,Thursday,Dec-17,,,,,,,,,,,,,,,,,,,
492, signed day simrang cancel using day right cancel day unproductive online chats instead cancelled contract still pay another days subs believe day right cancel want use make sure mail head office via registered post sure away ,0,2,0,0,1,1,0,1,2,1,-1.35,Negative,28-Dec-17,Thursday,Dec-17,,,,,,,,,,,,,,,,,,,
493, finished contract settled bill find took bill took long refund refunded amounts charged apology talking £ hundreds now however set debt collectors saying never paid £ first place given debt collectors proof paid rang o snotty woman hung saying now debt collectors hands now prepared ruin credit rating mistake disabled house bound benefits care less ,1,2,0,3,0,5,0,3,6,3,1.85,Positive,25-Dec-17,Monday,Dec-17,,,,,,,,,,,,,,,,,,,
494, good mobile service provider poor service cut unnecessary money bad network coverage ,2,4,1,1,2,1,2,2,1,2,-0.75,Negative,23-Dec-17,Saturday,Dec-17,,,,,,,,,,,,,,,,,,,
495, bad service staff untrained lie know poor delivery system overall sign angry disappointed like speaking wall waisting hours time need rectify smallest thing never want help ,4,2,4,1,0,3,0,1,5,2,-2.95,Negative,22-Dec-17,Friday,Dec-17,,,,,,,,,,,,,,,,,,,
496, worst company ever pay deposit device return money time every time call give new fake information use o make begging receive money back big company money makers become millionaires s poor peoples money ,1,3,0,0,2,0,1,2,2,3,-0.3,Negative,22-Dec-17,Friday,Dec-17,,,,,,,,,,,,,,,,,,,
497, used o anymore providing good service network poor customer services bad paid device paid contact asked unlock phone paid unlock yet weeks now taking court im recommend o even leave professional network anymore ,2,4,1,2,2,2,2,4,2,6,1.75,Positive,21-Dec-17,Thursday,Dec-17,,,,,,,,,,,,,,,,,,,
498, buy phone used company years despite owning phone pay unlock pac code transferred already another company told o buy another sim request unlock phone completely outright long pay additional fee quid know company mostly snake oil farts ,1,2,1,1,1,0,0,1,2,2,-0.3,Negative,20-Dec-17,Wednesday,Dec-17,,,,,,,,,,,,,,,,,,,
