Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
344, honest won t even give one star absolute disgrace company sent wrong phone told purpose keep contact phone wanted wasn t stock like o wasn t going care lied trough teeth since day one saying apply discount mistakes made never told go store exchange phone know embarrassing store clue ring customer services passed next person time never go ,2,4,2,1,2,2,0,3,3,7,0.25,Positive,31-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
345, experience company stressful disgusting cheated payment wasn t account paid early carried phone number put default account effect credit score never advise anyone take contact even go pay go don t show break account probably glad one longer don t even deserve one star eyes ,2,5,2,2,4,1,2,8,3,9,0.75,Positive,31-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
346, omg took phone insurance sold policy illusion lost phone replaced next day days later claim still assessed customer service team treated valid customer claim team treating contemptavoid try insurance elsewherepaul beckham ,0,0,0,0,0,1,1,2,2,1,-1,Negative,31-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
347, carefull guys scaming old people scammed old vulnerable mother also aunt ponds poxy mobile phone contract threatened robbing old people ,0,2,0,0,1,1,0,2,1,2,-0.75,Negative,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
348, careful take words customer service agent sold tablet data told expensive told cost lot give discount broadband landline recieved first bill check properly second bill discount broadband landline called customer service told go store store manager told anything trusted abused trust know decided distribute leaflets telling every one going go money abusing customers trust ,2,2,0,0,1,0,1,2,1,4,1.85,Positive,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
349, consider joining please read mum loyal customer years renewed contract every two years bought first mobile pay go phones eventually graduated onto contracts mobiles part payment plan mum degenerative spinal disease work tremendous amounts pain every day got older started going mum decided needed reliable phones went mum fall easily reach essential now fulltime carer january contract renewed got shiny new samsung galaxy s edges mum loyal customer long time received discount plan total phones £ month discount supposed remain place year contract words january year november direct debit got cancelled bank possibly due lack funds mum disabled work normally pay bill restrict service yes case didn t november april payments made service wasn t restricted reason doubt bill wasn t going phones never got restricted never sent text letter email even made phone call notify us bill adding addition line rental increased £ lines £ line £ month total unfortunately idea changed  s online billing records go back months however august change already made failed inform us finally discovered april year bill around £ mark mum rang find happened hadn t notified us failure billing instantly blamed paying bill told fault lines also restricted finally agreed many hours fighting keep phones pay £ month £ per line rental totalling £ month bringing bill whopping £ month also now sim contracts two half year old phones beginning break lot arguing finally put customer relations began speaking lady named sheetal since agreed discount removed prematurely refunded us money £ claimed added however find refund amount account anywhere instead one £ march even found bill one £ may asked sheetal compared data usage phones months payments made said didn t statements take hours ring us back saturday week   half ago still waiting return call th august bill £despite mum paying agreed amount £ month mobile service frequently restricted happens least twice month also happened  ve heartbreakingly mum fall uncommon normally reach since restricted service couldn t call anyone stuck floor fallen two hours left agony several days made feel extremely guilty since stopped going case happens two days ago service restricted despite payment made rang argument customer relations eventually lines reconnected told receive call sheetal today instead got phone call man called asif shekh asked mum pay bill three month payment plan £ month forgive working mum tried explain disabled never able pay three months abruptly cut rudely said  yes know daughter helps  ve read notes  read notes must read £ afford month reading ask three month payment plan explained couldn t pay much £ afford threatened phone numbers deleted taken court left mum tears fearing bailiffs now waiting sheetal ring tomorrow hopefully ultimately argument admit made mistake failing either restrict lines bill stopped going send letter make phone call send text inform us isn t bill anymore wish admit wrong take ownership suffering putting mum advice potential customer run another company fast humanly possible treat loyal customers dread think treat new customers ,10,14,5,17,7,16,5,14,24,23,-5.5,Negative,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
350, worst company ever use turkey fulce advice costumer survice non stop maisege saying got credit whin paket deal costumer survice saying  s got phone whin  s whin top cash credit msg stops sending deal saying gb whin call saying sorry  s gb whin offer gb worst ever company turkey non theys problems eny companies turkey ,1,3,0,1,2,0,1,5,0,5,-1.15,Negative,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
351, missold product reading oracle store complete disrespect dismissal closed number now left locked phone unlock code given working avoid cost took months end contract make jump hoops play nerves brink exhaustion decide switch downgrade ,2,3,1,2,1,2,1,1,4,5,-2.7,Negative,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
352, recently signed fast speed broadband good deal new customers hoping customer service improved mobile phone contract really bad week placing order call tell take sky land line need cancel order place increased monthly fee told happy different landline number agreed keep existing order one week passes call missed call call back even locate order system call back week found cancelled order without even telling week current deal expire bill goes bt means contact email address choose customer service clue customer service ever never use ,2,5,1,1,4,3,2,6,4,10,2,Positive,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
353, months complete nightmare company promised call back every month escalation dept never happened kindly disconnected phone calls warning set account wrong profile never fixed issue months months calls absolute moron company now phone broadband say reinstate lie names consistency say never call back better still even put notes system conversation transferred around world different depts need invest customer service training useless star happily given none option ,1,2,1,2,2,2,0,6,7,7,-1.25,Negative,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
354, bad network service provider biggest problem reason vadafone activate caller tune deduct balance block connect call customer care option connect response form vadafone email response thing bad service provider call quality always braking voice customer care vadafone ,1,1,1,2,0,2,0,0,3,4,0.45,Positive,30-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
355, terrible reception expensive incorrect billing rude customer service ,1,0,1,1,0,1,0,0,2,1,-2.25,Negative,29-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
356, fufuuafufuuafufuuafufuuafufuuapayed sons  phone account fo months ended contacted reclaim payment phone agreed fault repay screenshot livechat sent ombudsman didnt tried email denied account existed referred financial ombudsman always good move got worse vodaphone emailed demanding payment finally cancelled direct debit demanding money menaces illegal forwarded financial ombudsman gave minutes phone retried phoning   mark  gone missing livechat forwarded cancellation email apologies getting wrong promised pay back money falsley took nurse struggling make ends meet half hours far b requesting hourly rate pay vodaphone ombudsman b expensive company beccaps im facebooktwitter intention joining social media s benefitfinally got reply admitting mistake pay back money dont hold breath recieved email saying account closed months time still time change mindfufuub  t right see information requiring customer send vodaphones documentation back fufuu ,3,6,2,4,5,6,3,8,9,9,-2.65,Negative,29-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
357, unfortunately  t give stars don t deserve worst telephone company ever entire life liars won t help line working switch another provider refusing help disgusting tell everyone know avoid terrible company ,3,1,2,3,0,1,0,2,3,3,-3.75,Negative,29-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
358, hi broadband mobile never issue consider mobile best around broadband support people polite nice stray script help makes seem deliberately difficult deal appreciate fault trying best however case different leeway flexibility given recently moved house thought sign broadband since never problems mobile ordering fine first blunder waited day router delivered dpd put house number parcel poor delivery guy idea got sent sainsburys picked day later rightly refunded pound delivery since delivery huge issue since activation date weeks away second blunder activation date came went rang support apologetic extremely nice told issue core network cabinet asked wait weekend call weekend uk support guy said know told wrong need engineer arranged next day morning impressed service openreach engineer came time fixed issue cabinet rang make sure everything good gave gb mobile data hassle took back compensated fully late activation inconvenience day period now speeds dropped dramatically peak time tweeted making go hoops making perform physical feats technical troubleshooting technical side issue however physical side real issue able move tv unscrew openreach box use test socket top forcing imac ethernet device storage test via ethernet wifi turned real physical strain one wish perform cant still sitting dining table unable put back storage seem care appreciate effort putting want work one things want make fault act like service ok imagining things hope give absolutely refuse escalate issue socket test list issues since ten day settling period peak time throttling hrs say traffic management cabinet subscribed full speed time absolutely reason clearly accept ethernet test results sent speed goes mbps mbps every evening ping upload still good ms mbps stream k tv daughter visits download update time buffering movie however still say synced top speed every thing ok downloads major websites awful pathetic kss download apple ms one device connected ethernet wifi requested sent screen shots acknowledge still insist everything working fine ive asked twice call senior support tech overlook request offer delivery refunds extra mobile data take back seriously part sorry data trouble fooled generosity take back cost nothing hope cancel within grace period stupid tests troubleshooting keep telling synced full speed issue far see connect easily daughter bt internet neighbours virgin speed issues time fact neighbour life saver spend quite bit time home ridiculous use internet download large updates good reputable companies mbps downloads nice though d way hope helps need add completeness lucky within grace period leave hope trapped review helps support nice people ultimately useless admit fault despite proof cheers shaun ,4,12,4,3,6,9,6,15,18,31,7.15,Positive,29-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
359, first contract take payment twice say ve checked found received one transaction hence auto reversed account automatically mostly transaction reflects twice deduction hence wait like max hours money reversed automatically account case refund worry hmmm feeling never see money problems pay go well topped online like normally via app reason autoconverted contract took hours chatting customer services sort ,2,5,1,3,4,3,2,6,5,7,3.45,Positive,29-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
360, sent th june my samsung galaxy started heat end charging lead point enters phone phone obviously fault took local vodaphone shop braintree essex guy helpful tried one shops leads charger immediately thing also wrecked charger agreed phone sent engineers loaned courtesy phone subsequently received phone call repairers told two pins charging port burnt cost £ repaired guy made attempt justify charge saying must charged phone leaving charge perhaps overnight rather lame excuse course total rubbish smartphones protected event end choice agree charge order phone back full working order needless say contract vodaphone comes end feel obliged renew years old take great care phone never submerged water dropped tell general condition private hire taxi driver company phone acer two years old plug vehicles power socket hrs day removed vehicle odd occasions short periods time always returned charger remains full charge life problems look forward hearing shortly trust cancel charge order continue good relationshipregards peter sent th june hi email yesterday saga continued today morning receive phone call repair company gentleman appear know already quote £ replace charging port problem phone wanted charge £ foe new screen original screen worked perfectly never problem phone contracted year contract plus number months left previous contract fit purpose last contract period basis reject phone samsung s insist offered free repair replacement furthermore eu directiveec states twoyear guarantee applies sale consumer good everywhere eu entitled refrepair mobile aware returned samsung s back braintree shop unrepaired spoken customer care department told fact phone still covered warranty device according customer care department graded th june reported fault braintree shop th june written proof problem phone internal caused form misuse expect now proceed necessary repairs forthwith free charge already dialogue tara evans sun newspaper issue resolved favourably sending story bbc watchdog industry ombudsman also point taxi driver come contact many people course day think agree s best interest sort th july i received text saying case forwarded review contacted days decision th july contact madeth july i phoned customer service enquired nobody touch asked hold guy check notes lengthy wait came back saying goodwill gesture £ towards repair declined reminded phone faulty warranty asked hold time told now going review called ombudsman review team one back daysth july hrsi receive phone call danni directors office meaningless preamble offered £ discount £ trying charge repairing  faulty  phone still year days warrantydanni claiming although physical damage phone  lcd  screen internally damaged along internal problems charging port pointed applying laws probability commons sense two faults connected one causing others failure thereby catastrophic breakdown device prepared except offer danni said post deadlock letter today home address told danni unless phone repaired warranty purchase similar replacement phone claim cost small claims court rd august received  deadlock  letter going honour obligation repair phone warranty therefore visited braintree shop retrieved defunct phone guy shop apologetic suggested take phone  samsung  service centre romfordth august samsung service centre explain predicament customer service guy breath fresh air problem sir come back collect repaired phone charge ,5,16,5,10,4,10,4,22,26,35,2.15,Positive,28-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
361, never dealt company incompetent attempts still able set telephone broadband line none advisors direct line go customer services automated service time tried take neighbours line even asked new line even called week prior notify mistakes avoid costs ,1,1,0,1,0,1,0,0,2,1,-0.95,Negative,28-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
362, left customer service woeful bills kept increasing vodafones answer keep adding £ bolt ons never actually anything keep addingbad start finish customer service ,0,1,0,0,0,1,0,0,1,1,-0.75,Negative,27-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
363, best network uk cheapest tried providers mention names drop signal busy place example central london shocking slow internet always full bars similar g never issue sometimes mb download speed g amazing phone network achieve today pay £ month unlimited calls text gb g internet awesome price wish unlimited data pay special people live stream ,0,3,0,0,3,0,0,3,1,5,3.6,Positive,27-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
364, extra data options added account without consent thankfully checked app noticed increase £ £ contacting twice told cancel charges mistake charges removed now told credit billed closing account moving elsewhere ,0,0,0,0,0,2,0,2,2,3,0.6,Positive,27-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
365, vidafone customer months currently phone absolutely worst decision life lies promises keep happy never follow battling almost months really bad service network problems everywhere go promised refund every month suffered network loos supervisor phone called alice never heard anyone got phone back repairs days ago given ridiculous temporary phone never worked switch old phone unlocked now im making phone call honour compensation refund every month network paying £ month now saying history phone calls ive maximum give £ absolutely ridiculous service never recomend anyone hace spent long phone hear lies ,2,4,2,1,1,1,0,2,4,3,-2.55,Negative,27-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
366, absolute poor servise daylight robbery better go another company consistent charges reason every single month pounds month even talking customer sort problem still charge somehow even nothing extra used good thing š signal worth ,1,1,1,2,1,2,1,1,2,6,1.6,Positive,27-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
367, contacted online renewal offer terrible waiting minutes go retention team gave think years might overseas call centre disaster every time needed contact last years similar experiences tesco mobile much better deal daughter good years never problems ,2,4,2,2,3,2,3,3,2,7,1.15,Positive,27-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
368, baddest connetion history customer serviceliterally sucks everythingfraud company think shut india ,0,0,0,0,0,0,0,0,0,1,-0.5,Negative,26-Aug-18,Sunday,Aug-18,,,,,,,,,,,,,,,,,,,
369, issue phone unable receive calls certain networks always sent call centre make changes account see help weeks improvement go city centre store find network issue changed initially phone sim tech support store asked leave network said possible store find strange ask call centre change network also said possible want change network need pay rest contract mention fact unable receive calls weeks still despite poor service pay went straight complaints stage expect much thought go ombudsman allow change network fee wait pac code received unlock phone time unlocked phone literally days pac code ran time company deliberately set make life difficult customers company size way works deliberate poor surprised see company still existence years time ,1,8,0,2,2,2,3,6,5,8,-0.05,Negative,26-Aug-18,Sunday,Aug-18,,,,,,,,,,,,,,,,,,,
370, got broadband contract suddenly services got cancelled account debited service cancelled called refund hold long time offered call back within mins hours passed single phone call worst customer service ,0,2,0,0,0,0,1,1,0,1,-0.5,Negative,26-Aug-18,Sunday,Aug-18,,,,,,,,,,,,,,,,,,,
371, pese khaa o call u fek boli cuuuuuuuu ,0,0,0,0,0,0,0,0,0,0,0,Neutral,26-Aug-18,Sunday,Aug-18,,,,,,,,,,,,,,,,,,,
372, yet give one star t give zero question latest bill find double charged insurance now paying back nearly £ lies await £ bill next x months hope proved otherwise e email says £ hopefully credit note many refund promises hold breath dieing oxygen starvation also went sim deal taken feb hitchin shop ticked box paying £ month insurance noting now nothing cancelled refuse refund cant wait contracts finish numbers money elsewhere ,1,6,0,1,4,1,3,5,3,7,0.2,Positive,25-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
373, worst customer service computer service slow rob money things never usedi drawn tv adverts lovely caring company uk call centre dedicated help call monday sign mth contract £ p £ upfront cost setting account took min representative taking call apologising delay taking sign cut run loses call called current mobile phone company network obtain pak code close account unexpectedly offered better deal immediately called cancel account representatives tell access account without mobile number obviously number signed sim card post asked way want cancel soon avoid charges promised charged anything except postage charge likely processed know without access account know figured paying £ small charge needed wait package arrived order cancel request refund £ come wednesday parcel arrives phone sim card call cancel systems ran slow process took long passed back forth two s representatives finally settled account cancelled representatives promised refunded £ charged £ monthly rate said envelope sent return phone friday royal mail deliver small parcel returns envelope pack phone sim relevant paperwork posted thinking end receive following email days received phone account suspended account number hello unfortunately suspend account currently overdue balance £ please touch immediately pay amount pay making payment easy follow one steps pay phone call free mobile phone standard call charges apply pay online visit select make payment menu happens next hear need start taking steps collect outstanding balance also need report debt credit reference agencies means may find difficult loans credit cards phone contracts future immediately called clear things explaining never used account returned everything soon humanly possible representative helpful kept repeating scripted lines way account still open days cancelling therefore charged days access account pay days top normandy name now tells due payments pay charges addition £ wish never opened account never even took plastic seal phone box even open card holding sim card yet charged potentially access days notify late enough charges added cruel tears now transparency another money making monster quick charge slow refund still waiting £ point getting back made charges silver lining tied years glad cancelled account suppose £ £ £ upfront cost back small price pay falling tv adverts sticking network indian call centre customer service breath fresh whole ordeal ,5,15,4,7,8,9,7,11,16,17,1.67E-16,Positive,25-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
374, seven years ago bought two ipads company suffered loads problems vowed never go back unfortunately needs required regretted instantly daughter visiting australia july wanted sim save roaming charges ring home saw coverage made mistake ringing sales rep told purchase sim give gb used australia cost £ even said give first month free used two weeks july advised buy june cancel days return everything fineoh simplesim arrived shortly gave notice cancel account day daughter travel went site look singapore roaming stop noticed australia incurred £ per day extra charge straight phone chap spoke told worry waive daily fee told took accounthappy long august got bill £ rang said monthly contract roaming charges complained said waive took operator number two days later got bill £ final demand letter suggested failure pay cause start recovery proceedings first person spoke refused address bill asked deadlock letter escalated customer relations told balance removed interestingly refused give operator id waiting next letteroverall think joke touch bargepole provider walk around tin bit string shame give less one star ,2,8,2,3,4,7,0,5,12,9,-6.45,Negative,25-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
375, team idea re apple watch compatibilityone said tariffanother said need buy watch vodafoneanother said tariff resigned last month compatible another said series compatible another said need handset contract link watch one seems know factsee offered cheap deal amazon vouchers huge data netting £ give apple data free months maybe time move pac st time really poor ,1,3,1,1,1,1,1,3,3,2,-0.75,Negative,24-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
376, extremely friendly helpful fellow ahab got questions answered straight away good laugh spelt name wrong think sorry ,0,2,0,0,4,0,2,4,1,5,2.5,Positive,24-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
377, phone hear robot say number one dread think others like loyal customer now got pac code moving idiot disabled existing number without checking replacement sym many phone calls frustration later now told calm one assistant keeping script retrieved number made offer free data still refund credit like losing money better cut loses pay go big value bundle £ worth credit restricted makes sound owed youn money helpful ,3,4,1,3,4,2,2,6,6,10,1.1,Positive,24-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
378, never anyone know customer satisfaction ratings appear trustpilot looking reviewsgot dishonest incompetent company ever dealt ,2,0,1,0,0,2,0,0,2,1,-1.75,Negative,24-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
379, far worst customer service  ve ever experienced want pac code trying days spoken four five different people promised call back twice neither materialised lie phone ,1,0,1,0,0,1,0,1,1,2,0.1,Positive,23-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
380, sold gb £ monthly contract days pay £avoidmoney grabbershidden conditions cancel phonehours callsdroping linesavoid try ask nobody even one representativeanswer ,0,1,0,0,1,1,0,1,1,1,-0.85,Negative,23-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
381, terrible company poor customer service utter time wasters promised second line handset told went receive new phone next day happen told cancel existing sim way handset contract go took advise told hours later handset deal promised passed pillar post fobbed least tied contract idiots anymore far worst company ever ,1,3,1,1,1,2,1,2,2,3,-0.65,Negative,23-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
382, awful company never recommend much regretting starting new contract supposed good deal offering signed brand new contract extra data transferred £ worth data addons without alerting without requesting change plans large increase data gb still wish pay £ month gb extra data chat service appalling authority wish resolve satisfy customers bother wasting time even escalation route via nickjeffery com ceo long winded time consuming although may eventually receive sort satisfactory resolution time spend complaint still resolved alternative take ceo route hope receive form resolution ,2,6,3,4,4,3,3,7,6,9,4.35,Positive,23-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
383, came store eltham high street female employee delivered extremely poor customer service also wearing name badge first left store front one staff member attending another customer left wait mins came back room nonchalant uninterested job extremely rude leave store please inform   don t want work stay home  kind regards ,0,2,0,0,1,2,1,4,3,6,-0.15,Negative,23-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
384, waste time promised free upgrade upgrade charged upgrade fee apparently notes couldnt anything ,1,1,1,0,0,0,0,0,2,0,-0.35,Negative,22-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
385, customer service joke mins waiting activate sim card still managed ,0,0,0,0,0,0,0,0,1,1,0.6,Positive,22-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
386, karen steele read pages complaints customer reviews site agree every one happens short vague reply like know whether issues solved compensation course noticed responses came back short simple problems nothing service complaints bad person person service make angry feel read script add little said many end years long complaint made seem like fault fact monthly payment different usually always fault finally wanted leave went shop arrange foolishly let talk cheaper deal realise entering new contract now really barely use phone except text calls email google etc etc told problem responsible making sure make texts calls sign money drain tesco much better ,4,5,3,2,3,4,4,6,9,8,-1.8,Negative,22-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
387, return supplier £ five thousand pounds internet cut explanation substantial data still available contract support worst experienced years dealing technical products hold doctorate science run sizable companies technology important first person response telephone wholly useless referral technical person takes minutes technical person takes minutes go menu reading screen work say look call back way customer escalate problemand business contract also billed incorrectly ,1,0,0,0,0,0,0,2,2,5,1.15,Positive,22-Aug-18,Wednesday,Aug-18,,,,,,,,,,,,,,,,,,,
388, entered wife sim contract company £ per month bother check direct debits account till months expiry term contract wife contemplated upgrade discovered amazement following expiry contract term dds gone £ £ enquired told £ discounted charge offered contract term indicated invoices never bothered go online see invoices wifes usage well contracted limits b nothing discounted negotiated price pretty much rate offered major providers c operative made contract mention expiry term price shoot significantly d received message saying contract due expire person enough life experience ex accountant believe assumption expired contract roll monthly basis price reasonable one practice major providers network virgin eg consistent logic contract term defensible implications include s antics attempted refund excess charges treated sackfuls baloney also lies eg operative probably tell sharp price increase end contract tell much within time limitation imposed passed conflict resolution team resolution wizard deal felt incumbent listen patiently abject flannel producing resolution achieved spying reason s behaviour passed wizard mark managed impatient even offered refund £ nothing like £ gobbled account insisted full refund said lofty team deliberate complaint either receive phone call within couple days letter within week two weeks ago received neither phone call letter tactics handicap involving ombudsman one positive emerge conversations recognition real possibility getting stroke dealings big name unscrupulous companies e mail talk lower chances visit e even cemeteryresponse see thought owing criticism public domain decided put things right bit subjected complete nonsense feel clever post something trustpilot give impression constructivev o d p h o n e y action still waiting deadlock letter go ombudsman ,5,12,2,5,2,8,2,10,20,20,-0.95,Negative,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
389, absolutely awful wish give stars idea  re lie repeatedly phone okish now broadband moved house wanted take begin rang said wanted change address told ringing early want months notice month speak call centre overseas minutes couldn t help deliberately stalled put someone uk said ring day exactly month ahead day ridiculous system went store asked someone told sell broadband shops given information seems unethical mention  re wifi problems  s exact time need speak someone person  m sure sell something know nothing either told  d wasted minutes phone gave piece paper number said better take right place straight away rang number still ended talking someone couldn t help kept busy mins office needed person spoke distracted calls throughout conversation told cut internet current house days installing new one questioned miraculously changed mind said turned one day said issue new place pay £ engineer come arranged st got email confirming told must wait engineer let st waited taking day work work weekdays waited pm nothing contacted chat said engineer didn t need enter property knew wouldn t explain email said otherwise internet still didn t work day later got email confirming engineer visit th knew nothing went chat ask happening told engineer found error come enter property said fine couldn t th questioned one informed happening apologise rebooked th sat work th saw missed calls someone rang back engineer waiting outside flat said hadn t cancelled annoyed time wasted back chat went said appointment requested th th cancelled according previous chat transcripts said know engineer turned now wouldn t give answer th went chat still confirmation email promised repeatedly told   worry  didn t need talking order hoped best another day work waited th morning slot promised waited waited went chat asked whether coming told wait longer maybe running late nothing got touch told request maybe gone stage fuming rearranged th next day able work unpaid now st  ve email contacted told someone booked tomorrow conversation never happened booked say also request th processed seems  processed  code fictional universe time people turn ninsay matter unbelievable one month  ve broadband  ve given gb mobile offer constantly keep sweet stage  d like straight answers constantly told worry lost days work argument number called given store staff charged £ pleasure told  d go store miles away man add evidence account told couldn t comprehend gave actual paper wasn t computer wasted upwards hours chat phone trying sort speak several managers answers one knows happening every time touch tell something different often lie rid one minute say phone operators make appointments next say booking chat although nothing  ve booked chat ever come true absolutely sick never ever want waste another second speaking want internet compensation massive waste life aware irony long writing taken avoid avoid avoid regret many hours day wasted something tedious ,8,11,6,4,3,9,1,9,21,11,-4.35,Negative,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
390, extremely unhelpful fulfill promises treated like matter secondary number husbands accountdespite renew contract years offered good deal promised following permission husband authority talk number account going forward need speak years called upgrading said account holder talk tried complain said account holder insteadtoday final day contract trying code keep mobile number give confirm cut asked husband call separately said yes however tried need retrieve security code phone obviously ways round separate calls permission given temporarily offer suggestions useless ,1,4,0,0,3,1,2,5,3,8,3.7,Positive,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
391, sad money grabbing company ,1,1,0,0,1,0,1,1,0,1,0.1,Positive,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
392, keep calling back forth ridiculous converted three use turkey completely unprofessional people  t use hotspot trying able use g call told something wrong try solve never done change network three amazing ,1,1,1,1,0,0,0,0,2,1,-1.05,Negative,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
393, reason despite reading negative reviews s incompetence naively thought might lucky one suffer issues transferred week ago still managed transfer phone number across every time phone tell sorted within next working day customer services person call back confirm issue resolved needless say never fix never call back addition now somehow cancelled number unable receive calls texts longer access account online mobile app work really seems like nothing right ,0,4,0,0,1,2,1,2,5,5,-1.05,Negative,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
394, company shame always take loads money logical explanation ,1,1,1,1,1,1,1,1,1,2,0.35,Positive,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
395, worst mobile company ever took one month direct debit even though never received sim card avoid costs talked manager arrogant hate company ,2,1,2,2,0,1,0,0,3,1,-1.9,Negative,21-Aug-18,Tuesday,Aug-18,,,,,,,,,,,,,,,,,,,
396, boring bakwas service wait arround half hour usase jyada bakwas netwrk kisi ka nhi hoga aisa rahega kisiko ka nahi lena chahiye m sugesting u dont buy ,0,1,0,0,0,0,0,0,2,0,-1.25,Negative,20-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
397, many already stated customer services appalling good agent based uk  ll lucky rude disingenuous happy lose customers huge problems broadband new customer team based egypt infinitely invested helping resolve issues retain ones custom committed say conversely uk team seem care much less vodaphone continue lose existing customers particularly upgrades honour verbal contracts phone tell one thing obtain upgrade custom case send lesser phone return phone start upgrade process course take expensive plan urge people continue make written complaints customer relations team contact ceo nick jeffrey telecom ombudsman make sure customer complaint reference number attach correspondence lost land line number fulfil upgrade agreed phone customers receiving shoddy treatment must complain shocked decline uk based sales customer relations team lastly thank yhouma going extra mile help acknowledge relentless efforts act advocate dedication holding finger tips hoping upgrade team compensate providing phone wanted price plan etc agreed point sales ended contract due th september believe act responsibly loyal customers especially taking additional services company ,4,9,5,4,7,4,6,11,10,16,6.25,Positive,20-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
398, dishonest practicesmonths sort outstanding balance cancelled contract told numerous times call recordings kept days exception cancellation call within days told reviewed told recordings deleted offered copies recordings suddenly goodwill gesture outstanding amount credited back confirmed writing yet another bill arrived half amount credited whilst issue arguing find extremely dishonest wonder much earn practice ,1,0,1,0,1,1,1,1,2,7,1.35,Positive,20-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
399, given day period leave bt penalty free due price raise within minimum term decided upon big mistake  s taken phone calls  recreating migration   requests sent back office days s lies plus call backs customer relations never happened someone social media team tell although bt currently provide fibre broadband  perfect thanks confirming details ryan look account see note activations team today advised area adsl connection available copper wires supply fibre packages able supply broadband broadband order kept failing sorry inconvenience caused fully appreciate best news landed uufefantonia  latest long list excuses lies first issue teleporting phone number used price comparison due info sent back office backlog now excuse avoid cost ,2,4,0,3,1,4,1,7,8,6,-1.15,Negative,20-Aug-18,Monday,Aug-18,,,,,,,,,,,,,,,,,,,
